date,open,high,low,close,volume,source,downloaded_at,daily_return_pct,return_3d,return_5d,return_10d,avg_5d_volume,avg_20d_volume,volume_ratio_5d,volume_ratio_20d,volume_state,range_points,range_pct,gap_points,gap_pct,atr_5,atr_14,rolling_volatility_10d,rolling_volatility_30d,sector_close,sector_rs_ratio,sector_zscore,sector_percentile,delivery_pct,delivery_pct_5d,fii_net,dii_net,advance_decline_ratio,net_advances_pct,pct_above_50dma,highs_minus_lows_pct,composite_breadth_score,market_breadth_state
2023-01-18,18074.30078125,18183.75,18032.44921875,18165.349609375,255800,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.5037,1.1625,1.5068,0.6784,233120.0,244162.0,1.0973,1.0477,normal,151.3,0.8329,21.0,0.1163,188.33,,0.7182,0.7045,18165.349609375,1.0,0.0,0.5384615384615384,39.89735103732461,41.23330571444616,-331.28037685190975,1714.0443551024653,3.1667,0.52,0.48,0.22,0.618,strengthened
2023-01-19,18119.80078125,18155.19921875,18063.75,18107.849609375,237800,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.066,1.1903,1.398,0.6431,235120.0,243707.0,1.0114,0.9758,normal,91.45,0.505,-45.55,-0.2507,171.82,191.54,0.6984,0.677,18107.849609375,1.0,0.0,0.5357142857142857,50.51397866076219,42.47756975509854,1229.7326851333462,-370.9044135665798,0.6667,-0.2,0.46,0.06,0.45,mixed
2023-01-20,18115.599609375,18145.44921875,18016.19921875,18027.650390625,237200,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.4855,-0.1421,0.3957,0.9418,231220.0,243273.0,1.0259,0.975,normal,129.25,0.717,7.75,0.0428,152.65,191.58,0.6653,0.6593,18027.650390625,1.0,0.0,0.5333333333333333,40.735807395830314,41.76989883997702,-238.13562270441736,925.1094785773587,0.225,-0.6327,0.4,0.0,0.3335,weakened
2023-01-23,18118.44921875,18162.599609375,18063.44921875,18118.55078125,202500,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.0006,-0.2576,1.2501,0.0959,230480.0,240725.0,0.8786,0.8412,dry,99.15,0.5472,90.8,0.5037,140.44,193.93,0.5927,0.6379,18118.55078125,1.0,0.0,0.53125,46.19378959610771,44.16852529121941,1741.6051745134068,145.26074219905465,1.7778,0.28,0.46,0.06,0.546,mixed
2023-01-24,18183.94921875,18201.25,18078.650390625,18118.30078125,216900,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.361,0.0577,0.36,1.1396,230040.0,239324.0,0.9429,0.9063,normal,122.6,0.6767,65.4,0.3609,127.94,186.8,0.4851,0.6201,18118.30078125,1.0,0.0,0.5294117647058824,48.54022563750339,45.17623046550565,-51.87913921321298,-442.3976050064616,0.6129,-0.24,0.46,0.04,0.44,weakened
2023-01-25,18093.349609375,18100.599609375,17846.150390625,17891.94921875,257200,yfinance:^NSEI,2026-08-05T14:32:28.085569,-1.1131,-0.7527,-1.5051,-0.021,230320.0,240317.0,1.1167,1.0703,elevated,254.45,1.4221,-24.95,-0.1377,152.11,189.97,0.5919,0.6433,17891.94921875,1.0,0.0,0.5277777777777778,36.60201451029235,44.51716316009919,-642.4357382512976,1231.7094068487925,0.2821,-0.56,0.42,-0.32,0.324,weakened
2023-01-27,17877.19921875,17884.75,17493.55078125,17604.349609375,476300,yfinance:^NSEI,2026-08-05T14:32:28.085569,-1.5262,-2.838,-2.7806,-1.4215,278020.0,252737.0,1.7132,1.8846,spike,391.2,2.2222,-14.75,-0.0824,211.47,200.44,0.7371,0.6953,17604.349609375,1.0,0.0,0.5263157894736842,48.88738071767893,44.19184357148254,1137.0822011089522,25.88575283995207,0.2821,-0.56,0.32,-0.34,0.282,deteriorated
2023-01-30,17541.94921875,17709.150390625,17405.55078125,17648.94921875,432400,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.61,-2.5905,-2.1007,-1.7133,317060.0,261720.0,1.3638,1.6521,elevated,303.6,1.7202,-62.4,-0.3545,246.34,201.99,0.7505,0.7047,17648.94921875,1.0,0.0,0.525,43.19489048064956,44.68366018844638,-126.23805920230254,-1608.1535413332674,1.2727,0.12,0.3,-0.22,0.422,weakened
2023-01-31,17731.44921875,17735.69921875,17537.55078125,17662.150390625,398300,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.3908,-1.2844,-2.519,-1.3004,356220.0,268830.0,1.1181,1.4816,elevated,198.15,1.1219,82.5,0.4674,258.98,196.74,0.7308,0.6878,17662.150390625,1.0,0.0,0.525,45.666450001653786,44.5781922695556,255.6760148547769,863.8063077998944,0.96,-0.0204,0.3,0.0,0.4159,weakened
2023-02-01,17811.599609375,17972.19921875,17353.400390625,17616.30078125,512900,yfinance:^NSEI,2026-08-05T14:32:28.085569,-1.0965,0.0679,-2.7707,-2.4206,415420.0,284040.0,1.2347,1.8057,elevated,618.8,3.5126,149.45,0.8462,358.22,230.08,0.6975,0.696,17616.30078125,1.0,0.0,0.525,43.186347102164824,43.50741656248789,422.3996085553049,265.08879676772716,0.9231,-0.04,0.34,-0.08,0.42,weakened
2023-02-02,17517.099609375,17653.900390625,17445.94921875,17610.400390625,490100,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.5326,-0.2184,-1.5736,-3.055,462000.0,296785.0,1.0608,1.6514,normal,207.95,1.1808,-99.2,-0.5631,345.38,231.78,0.7017,0.7004,17610.400390625,1.0,0.0,0.525,62.818225476071504,48.75065875564373,-1243.216995225337,1170.4778586441096,0.6667,-0.2,0.28,-0.12,0.36,weakened
2023-02-03,17721.75,17870.30078125,17584.19921875,17854.05078125,424100,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.7465,1.0865,1.4184,-1.4016,451560.0,304495.0,0.9392,1.3928,normal,286.1,1.6024,111.35,0.6323,322.92,236.14,0.7854,0.7139,17854.05078125,1.0,0.0,0.525,47.89202220209653,48.55158705252724,-556.3523055944356,-225.18972405091108,3.5455,0.56,0.36,-0.08,0.548,mixed
2023-02-06,17818.55078125,17823.69921875,17698.349609375,17764.599609375,282500,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.3028,0.8418,0.6553,-1.4592,421580.0,306710.0,0.6701,0.9211,dry,125.35,0.7056,-35.5,-0.1988,293.34,233.26,0.7829,0.6992,17764.599609375,1.0,0.0,0.525,38.23325080023182,47.5592591164437,-255.9469274680022,-813.772703917699,0.6667,-0.2,0.38,-0.04,0.408,weakened
2023-02-07,17790.099609375,17811.150390625,17652.55078125,17721.5,354400,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.3856,0.6309,0.336,-2.1914,412800.0,311570.0,0.8585,1.1375,dry,158.6,0.895,25.5,0.1435,285.43,231.37,0.7765,0.686,17721.5,1.0,0.0,0.525,49.670908760038046,48.36015086812054,1389.6222680291255,-530.9056705354297,0.6129,-0.24,0.3,-0.04,0.368,weakened
2023-02-08,17750.30078125,17898.69921875,17744.150390625,17871.69921875,291000,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.6839,0.0988,1.4498,-1.3611,368420.0,311955.0,0.7899,0.9328,dry,154.55,0.8648,28.8,0.1625,197.11,233.22,0.8394,0.6943,17871.69921875,1.0,0.0,0.525,32.322639008961794,46.187409249479934,-1490.6168263836041,869.2996234216524,3.4545,0.551,0.32,0.02,0.5402,mixed
2023-02-09,17885.5,17916.900390625,17779.80078125,17893.44921875,260900,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.0444,0.7253,1.6073,0.0084,322580.0,312005.0,0.8088,0.8362,dry,137.1,0.7662,13.8,0.0772,182.94,235.75,0.781,0.6826,17893.44921875,1.0,0.0,0.525,37.374511608812554,41.09866647602815,-1156.3990488613126,899.7532269650237,1.2727,0.12,0.38,0.08,0.484,mixed
2023-02-10,17847.55078125,17876.94921875,17801.0,17856.5,232000,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.0501,0.7618,0.0137,1.4323,284160.0,312215.0,0.8164,0.7431,dry,75.95,0.4253,-45.9,-0.2565,144.21,233.12,0.6015,0.6715,17856.5,1.0,0.0,0.525,49.57488988695299,41.435240012999444,-1032.4345139149261,912.8693213595712,0.8519,-0.08,0.36,0.06,0.434,weakened
2023-02-13,17859.099609375,17880.69921875,17719.75,17770.900390625,231300,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.4939,-0.564,0.0355,0.691,273920.0,310945.0,0.8444,0.7439,dry,160.95,0.9057,2.6,0.0146,145.26,234.98,0.5883,0.6626,17770.900390625,1.0,0.0,0.525,47.07481374089408,43.20355260113189,207.31456322890304,-339.3048607350596,0.4706,-0.36,0.42,0.06,0.402,weakened
2023-02-14,17840.349609375,17954.55078125,17800.05078125,17929.849609375,244500,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.5017,0.2034,1.1757,1.5157,251940.0,312860.0,0.9705,0.7815,normal,154.5,0.8617,69.45,0.3908,150.27,239.34,0.6003,0.6669,17929.849609375,1.0,0.0,0.525,45.59117043528569,42.387604936181425,-412.9387354781626,2397.7609148585834,1.381,0.16,0.38,-0.04,0.48,mixed
2023-02-15,17896.599609375,18034.099609375,17853.80078125,18015.849609375,229300,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.6663,0.8924,0.8066,2.2681,239600.0,313370.0,0.957,0.7317,normal,180.3,1.0008,-33.25,-0.1854,150.89,232.78,0.4802,0.677,18015.849609375,1.0,0.0,0.525,36.17182407706058,43.157441949801175,1499.748074755309,290.67656932004235,3.0833,0.5102,0.44,0.06,0.584,strengthened
2023-02-16,18094.75,18134.75,18000.650390625,18035.849609375,230200,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.3255,1.4909,0.7958,2.4159,233460.0,312090.0,0.986,0.7376,normal,134.1,0.7435,78.9,0.4379,150.29,213.9,0.4916,0.6576,18035.849609375,1.0,0.0,0.525,42.24124633284233,44.130788894607136,-1533.095623653281,-354.6044725220165,1.2727,0.12,0.46,0.2,0.528,mixed
2023-02-17,17974.849609375,18034.25,17884.599609375,17944.19921875,208100,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.1705,0.08,0.4911,0.5049,228680.0,310605.0,0.91,0.67,normal,149.65,0.834,-61.0,-0.3382,162.05,203.02,0.4447,0.6516,17944.19921875,1.0,0.0,0.525,44.3148898323217,43.07878888368087,-783.31009912963,1634.4364322961299,0.4286,-0.4,0.46,0.08,0.412,weakened
2023-02-20,17965.55078125,18004.349609375,17818.400390625,17844.599609375,174600,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.6732,-0.9506,0.4147,0.4503,217340.0,307475.0,0.8033,0.5679,dry,185.95,1.042,21.35,0.119,167.05,202.15,0.4885,0.6464,17844.599609375,1.0,0.0,0.525,33.895678757098125,40.44296188692168,1670.7138666121289,-144.1278828179284,0.6129,-0.24,0.46,0.06,0.442,weakened
2023-02-21,17905.80078125,17924.900390625,17800.30078125,17826.69921875,198200,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.4418,-1.1596,-0.5753,0.5936,208080.0,307260.0,0.9525,0.6451,normal,124.6,0.6989,61.2,0.343,155.24,166.85,0.4936,0.6238,17826.69921875,1.0,0.0,0.525,50.592671755158364,41.44326215089622,-988.0175973177194,-1359.03069400621,0.6129,-0.24,0.42,-0.02,0.418,weakened
2023-02-22,17755.349609375,17772.5,17529.44921875,17554.30078125,204000,yfinance:^NSEI,2026-08-05T14:32:28.085569,-1.1323,-2.1728,-2.5619,-1.776,203020.0,306615.0,1.0048,0.6653,normal,243.05,1.3846,-71.35,-0.4002,178.63,173.23,0.5395,0.6232,17554.30078125,1.0,0.0,0.525,44.91934175666947,43.19276568681799,-349.7461935354897,753.8576745423031,0.087,-0.84,0.36,-0.16,0.26,deteriorated
2023-02-23,17574.650390625,17620.05078125,17455.400390625,17511.25,240800,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.3607,-1.8681,-2.9086,-2.136,205140.0,305795.0,1.1738,0.7875,elevated,164.65,0.9403,20.35,0.1159,184.74,164.55,0.5345,0.6244,17511.25,1.0,0.0,0.525,42.58462399755233,43.261441219759995,-740.0461615447682,1574.9796625298193,0.7241,-0.16,0.36,-0.08,0.404,weakened
2023-02-24,17591.349609375,17599.75,17421.80078125,17465.80078125,209400,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.7137,-2.0245,-2.666,-2.188,205400.0,292450.0,1.0195,0.716,normal,177.95,1.0188,80.1,0.4574,190.08,166.14,0.5433,0.6316,17465.80078125,1.0,0.0,0.525,52.89341031072694,44.97714531544104,-627.9323643658709,672.103567987705,0.8519,-0.08,0.34,-0.18,0.402,weakened
2023-02-27,17428.599609375,17451.599609375,17299.0,17392.69921875,246400,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.206,-0.9206,-2.5324,-2.1282,219760.0,283150.0,1.1212,0.8702,elevated,152.6,0.8774,-37.2,-0.213,186.25,166.73,0.5403,0.6187,17392.69921875,1.0,0.0,0.525,41.286259814218894,46.4552615268652,-662.2273465104797,-756.3474650626252,0.4706,-0.36,0.22,-0.4,0.276,deteriorated
2023-02-28,17383.25,17440.44921875,17255.19921875,17303.94921875,420900,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.4562,-1.1838,-2.9324,-3.4908,264300.0,284280.0,1.5925,1.4806,spike,185.25,1.0706,-9.45,-0.0543,198.38,167.3,0.4649,0.6114,17303.94921875,1.0,0.0,0.525,45.52630099319028,45.44198737447159,1449.469742726979,547.9422982316667,0.4286,-0.4,0.2,-0.28,0.272,deteriorated
2023-03-01,17360.099609375,17467.75,17345.25,17450.900390625,272900,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.523,-0.0853,-0.589,-3.1358,278080.0,272280.0,0.9814,1.0023,normal,122.5,0.702,56.15,0.3245,171.69,169.21,0.4299,0.6019,17450.900390625,1.0,0.0,0.525,50.650107451228514,46.588140513383394,120.38875408260057,-45.387615069540765,6.1429,0.72,0.24,-0.04,0.536,mixed
2023-03-02,17421.5,17445.80078125,17306.0,17321.900390625,310700,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.5717,-0.4071,-1.0813,-3.9585,292060.0,263310.0,1.0638,1.18,normal,139.8,0.8071,-29.4,-0.1685,167.74,172.96,0.4325,0.5908,17321.900390625,1.0,0.0,0.525,55.80436101697887,49.2320879172687,-689.7314812650338,982.5452143710713,0.4286,-0.4,0.22,-0.1,0.298,deteriorated
2023-03-03,17451.25,17644.75,17427.69921875,17594.349609375,356200,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.82,1.6782,0.736,-1.9497,321420.0,259915.0,1.1082,1.3704,elevated,217.05,1.2336,129.35,0.7467,196.72,184.52,0.5832,0.6207,17594.349609375,1.0,0.0,0.525,44.16660609723768,47.48672707457085,-681.7983894830174,-63.65682685574754,4.5556,0.64,0.32,0.06,0.562,strengthened
2023-03-06,17680.349609375,17799.94921875,17671.94921875,17711.44921875,362800,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.1759,1.493,1.8327,-0.7462,344700.0,263930.0,1.0525,1.3746,normal,128.0,0.7227,86.0,0.4888,204.48,186.09,0.5881,0.622,17711.44921875,1.0,0.0,0.525,38.430347007354634,46.915544513198,213.54854862861242,2250.4915566277236,3.0833,0.5102,0.32,0.08,0.538,mixed
2023-03-08,17665.75,17766.5,17602.25,17754.400390625,267000,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.5018,2.4968,2.6032,-0.4056,313920.0,259560.0,0.8505,1.0287,dry,164.25,0.9251,-45.7,-0.258,200.28,184.94,0.6259,0.6336,17754.400390625,1.0,0.0,0.525,58.84992022856658,49.58026836027326,-844.209877709317,899.0028580372825,1.7222,0.2653,0.36,-0.06,0.4911,mixed
2023-03-09,17772.05078125,17772.349609375,17573.599609375,17589.599609375,262400,yfinance:^NSEI,2026-08-05T14:32:28.085569,-1.0266,-0.027,0.7948,0.2011,311820.0,258130.0,0.8415,1.0165,dry,198.75,1.1299,17.65,0.0994,207.27,189.56,0.608,0.6522,17589.599609375,1.0,0.0,0.525,47.42391902735733,48.93503067549902,813.0388816875462,-302.9459069985814,0.3889,-0.44,0.34,0.02,0.35,weakened
2023-03-10,17443.80078125,17451.5,17324.349609375,17412.900390625,235900,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.1771,-1.6856,0.5253,-0.5616,296860.0,256880.0,0.7947,0.9183,dry,127.15,0.7302,-145.8,-0.8289,231.34,197.7,0.603,0.6281,17412.900390625,1.0,0.0,0.525,56.02826318313619,48.97981110873049,936.2052133238238,-254.2775371861578,0.4286,-0.4,0.26,-0.24,0.3,weakened
2023-03-13,17421.900390625,17529.900390625,17113.44921875,17154.30078125,254900,yfinance:^NSEI,2026-08-05T14:32:28.085569,-1.536,-3.38,-2.5011,-1.7835,276600.0,258025.0,0.9215,0.9879,normal,416.45,2.4277,9.0,0.0517,250.06,214.17,0.7355,0.6289,17154.30078125,1.0,0.0,0.525,50.89116484406731,50.32472285809641,-1641.188300186717,-539.5375794350894,0.0426,-0.9184,0.18,-0.38,0.1503,deteriorated
2023-03-14,17160.55078125,17224.650390625,16987.099609375,17043.30078125,290600,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.6833,-3.1058,-3.7724,-2.0089,262160.0,260990.0,1.1085,1.1135,elevated,237.55,1.3938,6.25,0.0364,256.45,222.24,0.7516,0.619,17043.30078125,1.0,0.0,0.525,60.304292531727754,54.69951196297103,566.0932261673037,57.8749254428098,0.3514,-0.48,0.16,-0.48,0.22,deteriorated
2023-03-15,17166.44921875,17211.349609375,16938.900390625,16972.150390625,248200,yfinance:^NSEI,2026-08-05T14:32:28.085569,-1.1319,-2.5312,-4.4059,-1.9175,258400.0,261175.0,0.9605,0.9503,normal,272.45,1.6053,123.15,0.7226,278.09,220.46,0.8016,0.6414,16972.150390625,1.0,0.0,0.525,47.713391687120385,52.472206254681794,-131.7771350528086,158.42935795775614,0.6129,-0.24,0.2,-0.28,0.304,weakened
2023-03-16,16994.650390625,17062.44921875,16850.150390625,16985.599609375,349800,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.0533,-0.9834,-3.4338,-2.6663,275880.0,267200.0,1.2679,1.3091,elevated,212.3,1.2499,22.5,0.1326,280.8,223.87,0.7544,0.6202,16985.599609375,1.0,0.0,0.525,60.51714924651205,55.09085229851273,-489.21797808975316,-265.6930879953522,1.2727,0.12,0.26,-0.32,0.396,weakened
2023-03-17,17111.80078125,17145.80078125,16958.150390625,17100.05078125,408100,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.0687,0.333,-1.7967,-1.2807,310320.0,276095.0,1.3151,1.4781,elevated,187.65,1.0974,126.2,0.743,265.28,224.56,0.7561,0.6057,17100.05078125,1.0,0.0,0.525,27.042039167282045,49.29360749534191,2234.6075615049335,-49.657006156974994,2.5714,0.44,0.32,-0.04,0.512,mixed
2023-03-20,17066.599609375,17066.599609375,16828.349609375,16988.400390625,241800,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.4582,0.0957,-0.9671,-3.444,307700.0,277780.0,0.7858,0.8705,dry,238.25,1.4024,-33.45,-0.1956,236.33,232.05,0.6417,0.5797,16988.400390625,1.0,0.0,0.525,45.60794119627306,48.23696276578306,-1106.9923390808192,-1745.184140025242,0.3514,-0.48,0.3,-0.24,0.3,weakened
2023-03-21,17060.400390625,17127.69921875,17016.0,17107.5,246700,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.2761,0.7177,0.3767,-3.4099,298920.0,281385.0,0.8253,0.8767,dry,111.7,0.6529,72.0,0.4238,216.68,228.77,0.6532,0.5874,17107.5,1.0,0.0,0.525,48.73408621228402,45.922921501894315,780.5733357942744,-587.2646581066724,1.0417,0.0204,0.3,0.06,0.4301,weakened
2023-03-22,17177.44921875,17207.25,17107.849609375,17151.900390625,0,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.1487,0.3032,1.0591,-3.3935,249280.0,271475.0,0.0,0.0,dry,99.4,0.5795,69.95,0.4089,182.14,224.2,0.5774,0.5868,17151.900390625,1.0,0.0,0.525,32.09944868319286,42.8001329011088,-904.5230926622937,1365.2026511073987,1.6667,0.25,0.32,0.02,0.48,mixed
2023-03-23,17097.400390625,17205.400390625,17045.30078125,17076.900390625,219200,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.1199,0.5209,0.5375,-2.9148,223160.0,272235.0,0.9823,0.8052,normal,160.1,0.9375,-54.5,-0.3177,171.7,225.28,0.5565,0.5619,17076.900390625,1.0,0.0,0.525,46.242624897299905,39.94522803126638,890.1214702247074,591.9987350932314,0.7241,-0.16,0.32,0.0,0.396,weakened
2023-03-24,17076.19921875,17109.44921875,16917.349609375,16945.05078125,228000,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.768,-0.9496,-0.9064,-2.6868,187140.0,271595.0,1.2183,0.8395,elevated,192.1,1.1337,-0.7,-0.0041,172.59,215.94,0.5604,0.567,16945.05078125,1.0,0.0,0.525,50.85690057209397,44.708200312228755,886.8900661384046,-404.1452909592718,0.2821,-0.56,0.22,-0.12,0.264,deteriorated
2023-03-27,16984.30078125,17091.0,16918.55078125,16985.69921875,218400,yfinance:^NSEI,2026-08-05T14:32:28.085569,0.0082,-0.969,-0.0159,-0.9829,182460.0,272045.0,1.197,0.8028,elevated,172.45,1.0153,39.25,0.2316,152.74,213.57,0.4317,0.5662,16985.69921875,1.0,0.0,0.525,41.5320511768545,43.89302230834505,978.8223993230673,15.669461770010319,1.2727,0.12,0.24,-0.08,0.412,weakened
2023-03-28,17031.75,17061.75,16913.75,16951.69921875,238800,yfinance:^NSEI,2026-08-05T14:32:28.085569,-0.47,-0.7332,-0.9107,-0.5375,180880.0,271665.0,1.3202,0.879,elevated,148.0,0.8731,46.05,0.2711,154.48,212.41,0.4165,0.5659,16951.69921875,1.0,0.0,0.525,43.98594365132371,42.94339379615299,628.2328705967407,757.8367254490649,0.5152,-0.32,0.24,-0.12,0.32,weakened
